POR_CP,DISTANCIA,RITMO,FREC_CARDIACA,CADENCIA,TSC,FP,LSS,OSC_VERTICAL,L_ZANCADA,RFP,RLSS,ROV,RE,AIRE,PENDIENTE,ALTITUD,DESNIVEL,RSS,DURACION
75.229,2000,537,131,162,341,67,12.3,5500,0.689,40.853,150,8.088,0.093,0,0.1,14,9,13,1075
74.77,750,528,116,160,342,68,12.1,5830,0.71,41.717,147.56,8.097,0.952,0,0,18,2,4,396
77.981,1000,510,119,162,336,68,12.1,5720,0.726,40,147.56,7.835,0.945,0,0.2,20,6,6,510
73.853,1000,522,112,157,344,68,12.3,5890,0.732,42.236,150,7.959,0.975,0,0.2,19,6,5,522
78.899,1000,509,121,162,336,69,11.9,5810,0.727,40.116,145.121,7.958,0.936,0,0.2,21,5,7,509
79.816,1000,502,123,163,332,68,12,5660,0.733,39.08,146.341,7.753,0.938,0,0.1,20,5,7,502
78.44,1000,505,123,162,335,69,12,5810,0.733,40.35,146.341,7.958,0.949,1,0,21,3,7,505
77.981,1000,510,124,163,334,68,12.1,5660,0.721,40,147.56,7.861,0.945,0,0,20,4,6,510
73.853,750,539,123,161,342,67,12.3,5640,0.69,41.614,150,8.057,0.943,0,-0.3,19,3,4,405
72.935,750,542,126,160,345,67,12.3,5600,0.694,42.138,150,8.115,0.955,0,0,20,3,4,405
74.311,1500,522,113,158,343,68,12.2,5860,0.729,41.975,148.78,8.027,0.972,0,0.2,19,7,8,781
77.981,1500,507,119,162,336,68,12,5760,0.73,40,146.341,7.89,0.952,0,0.1,20,8,10,760
79.357,1500,507,123,163,333,68,12,5710,0.726,39.306,146.341,7.821,0.935,0,0.2,21,8,10,760
78.44,1500,502,123,162,334,68,11.9,5760,0.736,39.766,145.121,7.783,0.953,0,-0.2,21,4,10,754
74.77,1500,538,125,161,340,68,12.4,5640,0.693,41.717,151.219,8.173,0.936,0,0.1,20,7,9,806
76.146,1000,514,117,161,339,68,12.1,5780,0.725,40.963,147.56,8.027,0.961,0,0.1,19,4,6,514
73.394,1500,541,124,161,343,67,12.3,5620,0.688,41.875,150,8.144,0.946,0,-0.1,20,6,8,812
75.229,2000,518,115,159,341,68,12.2,5840,0.729,41.463,148.78,8,0.966,0,0.2,19,10,11,1035
78.899,2000,506,121,162,334,69,12,5760,0.733,40.116,146.341,7.89,0.944,0,0.1,20,8,13,1010
78.44,2000,506,123,162,334,68,12,5710,0.734,39.766,146.341,7.821,0.095,0,0,21,8,13,1009
74.311,2000,537,125,161,342,67,12.3,5630,0.695,41.358,150,8.042,0.944,0,0,20,9,12,1072
76.146,3000,515,116,160,340,68,12.1,5810,0.729,40.963,147.56,7.958,0.096,0,0.1,20,15,18,1543
78.899,3000,505,123,162,334,68,12,5730,0.734,39.534,146.341,7.849,0.945,0,0,21,12,20,1512
75.688,3000,526,124,161,339,68,12.2,5660,0.709,41.212,148.78,7.971,0.946,0,-0.1,20,12,18,1576
77.064,4000,512,118,161,338,68,12.1,5800,0.728,40.476,147.56,7.945,0.954,0,0.1,20,18,25,2045
76.605,4000,521,124,162,338,68,12.2,5670,0.711,40.718,148.78,7.985,0.943,0,0,20,17,25,2081
77.522,5000,511,119,161,337,68,12.1,5780,0.729,40.236,147.56,7.917,0.949,0,0,20,23,32,2555
78.44,1000,508,120,162,336,68,12,5750,0.729,39.766,146.341,7.876,0.943,0,0.1,20,5,6,508
77.064,5000,518,124,162,337,68,12.1,5690,0.715,40.476,147.56,8.014,0.942,0,0,20,21,31,2590
78.44,5000,507,122,162,334,68,12,5730,0.73,39.766,146.341,7.849,0.945,0,0,21,23,33,2535
77.064,7020,512,120,161,337,68,12.1,5750,0.727,40.476,147.56,7.876,0.952,0,0,20,31,44,3597
77.064,6980,516,122,162,337,68,12.1,5710,0.718,40.476,147.56,7.93,0.947,0,0,20,30,44,3597
79.357,1000,503,122,163,332,69,11.9,5770,0.731,39.884,145.121,7.797,0.942,0,0,21,4,7,503
79.357,1000,507,124,163,333,68,12.1,5700,0.726,39.306,147.56,7.916,0.934,1,0.2,21,5,7,507
77.981,1000,504,123,162,335,68,11.9,5730,0.734,40,145.121,7.743,0.957,0,-0.2,21,4,6,504
75.688,1000,529,124,162,339,68,12.3,5640,0.7,41.212,150,8.057,0.939,0,0,20,5,6,529
72.935,1000,545,126,160,344,67,12.4,5610,0.689,42.138,151.219,8.25,0.948,0,0,20,4,5,544
73.853,750,516,110,157,344,68,12.3,5890,0.736,42.236,150,7.853,0.981,0,0.4,20,5,4,389
75.688,1000,527,145,162,340,67,12.2,5580,0.704,40.606,148.78,7.859,0.944,0,0.2,17,5,6,526
73.853,750,548,116,159,348,66,12.4,5590,0.686,40.993,151.219,8.343,0.927,1,0.5,18,5,4,412
74.77,1000,536,118,159,345,67,12.2,5690,0.704,41.104,148.78,8.246,0.938,1,0.2,17,6,6,536
78.899,750,513,126,160,339,69,11.8,5870,0.73,40.116,143.902,8.041,0.928,1,0,16,4,5,385
83.944,1000,481,132,161,330,70,11.5,6030,0.774,38.251,140.243,7.831,0.931,1,0.1,18,5,8,481
84.862,1000,474,134,162,325,71,11.6,6060,0.779,38.378,141.463,7.87,0.933,1,-0.2,19,7,8,475
85.779,1000,477,138,161,329,70,11.5,6000,0.781,37.433,140.243,7.692,0.919,1,0.3,18,9,8,477
86.697,1000,474,138,162,326,70,11.5,5980,0.781,37.037,140.243,7.666,0.915,1,0.3,22,9,9,474
85.779,1000,463,138,162,323,71,11.3,6140,0.798,37.967,137.804,7.675,0.945,0,-0.6,18,4,8,464
84.862,1000,486,144,161,332,69,11.6,5920,0.766,37.297,141.463,7.688,0.912,0,1000,17,12,8,486
83.944,1000,470,145,162,329,70,11.3,5960,0.786,38.251,137.804,7.544,0.951,0,-0.5,17,2,8,471
79.357,750,493,146,162,336,68,11.6,5730,0.75,39.306,141.463,7.64,0.096,0,0,16,4,5,370
74.77,750,533,144,162,341,67,12.3,5560,0.696,41.104,150,7.942,0.945,0,0,17,4,4,399
76.146,1500,531,121,159,344,67,12.1,5720,0.71,40.361,147.56,8.056,0.929,1,0.2,17,9,9,797
81.192,1000,497,129,160,336,69,11.7,5930,0.754,38.983,142.682,7.906,0.932,1,0.1,17,5,7,497
83.944,1500,480,133,161,329,70,11.6,6050,0.774,38.251,141.463,7.857,0.093,1,0,18,10,12,722
85.779,1500,476,137,162,328,70,11.5,6010,0.781,37.433,140.243,7.705,0.925,2,0.1,18,11,12,711
86.238,1500,475,138,162,327,70,11.5,6020,0.778,37.234,140.243,7.717,0.916,1,0.3,21,13,13,714
84.862,1500,474,142,162,328,70,11.5,6000,0.782,37.837,140.243,7.692,0.936,0,0.2,17,12,12,710
82.568,1500,475,145,162,332,69,11.3,5900,0.779,38.333,137.804,7.564,0.958,0,-0.5,17,4,11,713
77.064,1500,514,145,162,338,68,11.9,5640,0.72,40.476,145.121,7.833,0.949,0,0,17,7,9,771
77.981,2000,516,123,160,340,68,12,5810,0.728,40,146.341,7.958,0.936,1,0.1,17,11,13,1030
84.862,2000,482,135,162,329,70,11.6,6010,0.767,37.837,141.463,7.805,0.918,1,0.2,18,15,16,965
86.238,2000,473,138,162,327,70,11.5,6030,0.783,37.234,140.243,7.73,0.923,1,0.2,21,17,17,945
84.862,2000,471,143,162,327,70,11.4,6000,0.788,37.837,139.024,7.594,0.943,0,0,17,13,16,940
78.44,2000,505,145,162,337,68,11.8,5710,0.732,39.766,143.902,7.821,0.948,0,-0.1,16,9,13,1011
84.403,1000,484,133,162,328,70,11.6,6040,0.765,38.043,141.463,7.947,0.092,1,0.2,19,8,8,484
79.816,3000,505,127,160,337,69,11.8,5880,0.74,39.655,143.902,7.945,0.093,1,0.1,18,19,21,1519
85.779,3000,475,137,162,327,70,11.5,6010,0.78,37.433,140.243,7.705,0.923,1,0.2,20,24,25,1424
83.486,3000,475,143,162,330,70,11.4,5950,0.779,38.461,139.024,7.628,0.948,0,-0.1,17,16,23,1425
80.733,3000,494,145,162,334,69,11.7,5800,0.75,39.204,142.682,7.733,0.943,0,0,17,16,21,1481
81.192,4000,499,129,161,335,69,11.8,5900,0.745,38.983,143.902,7.866,0.927,1,0.1,18,26,30,1999
85.321,4000,472,140,162,327,70,11.4,6010,0.785,37.634,139.024,7.705,0.935,0,0.1,19,30,33,1886
81.651,4000,488,144,162,332,69,11.6,5850,0.758,38.764,141.463,7.697,0.944,0,0,17,22,29,1952
82.11,5000,495,131,161,334,69,11.7,5910,0.753,38.547,142.682,7.88,0.926,1,0.2,18,36,38,2472
82.568,5000,484,143,162,331,69,11.6,5900,0.764,38.333,141.463,7.763,0.094,0,-0.1,18,29,38,2421
84.862,7000,475,138,162,328,70,11.5,6010,0.779,37.837,140.243,7.705,0.932,1,0.1,19,48,57,3328
83.486,7390,487,134,161,331,70,11.6,5960,0.765,38.461,141.463,7.74,0.925,1,0.1,18,53,58,3599
85.779,1000,480,136,162,328,70,11.6,5980,0.771,37.433,141.463,7.766,0.913,2,0.1,17,7,8,480
83.486,7450,482,141,162,330,70,11.6,5930,0.767,38.461,141.463,7.701,0.933,1,0,18,50,58,3595
86.238,1000,478,139,162,330,70,11.5,5950,0.774,37.234,140.243,7.628,0.912,1,0.6,21,10,9,478
86.238,1000,468,138,162,324,71,11.4,6110,0.791,37.765,139.024,7.833,0.931,1,-0.2,21,7,8,468
84.403,1000,472,140,162,327,70,11.4,6010,0.784,38.043,139.024,7.607,0.944,0,-0.2,17,6,8,472
84.862,1000,471,145,162,327,70,11.5,5990,0.786,37.837,140.243,7.679,0.941,0,0.1,18,7,8,471
81.651,1000,482,145,161,334,69,11.3,5860,0.773,38.764,137.804,7.512,0.955,0,-0.3,16,3,7,482
71.559,750,562,113,161,342,67,12.8,5550,0.662,42.948,156.097,8.409,0.934,0,-0.3,21,2,4,422
70.642,750,558,115,161,344,67,12.9,5520,0.67,43.506,157.317,8.492,0.957,0,0,22,3,4,417
71.1,1000,555,109,158,349,68,12.7,5770,0.684,43.87,154.878,8.485,0.953,1,0.3,20,5,5,555
71.1,1500,559,110,159,347,68,12.8,5730,0.673,43.87,156.097,8.552,0.944,1,0.3,21,8,8,840
72.935,1500,546,112,161,341,67,12.6,5610,0.684,42.138,153.658,8.25,0.946,0,-0.2,22,7,8,817
72.018,1500,566,114,161,343,67,12.9,5580,0.659,42.675,157.317,8.454,0.924,0,0.2,21,7,8,847
71.1,1500,561,114,161,343,67,12.8,5540,0.665,43.225,156.097,8.268,0.944,0,-0.2,21,5,8,840
71.559,2000,557,110,159,347,68,12.7,5740,0.676,43.589,154.878,8.441,0.942,1,0.2,21,11,10,1116
72.935,2000,551,113,162,341,67,12.7,5560,0.673,42.138,154.878,8.298,0.937,0,-0.1,21,9,11,1100
71.559,2000,560,114,161,343,67,12.8,5550,0.666,42.948,156.097,8.283,0.094,0,0.1,21,9,11,1118
73.394,2000,549,113,161,341,67,12.6,5610,0.679,41.875,153.658,8.25,0.934,0,0.1,22,11,11,1097
72.018,2500,556,111,160,346,68,12.7,5700,0.674,43.312,154.878,8.507,0.939,1,0.2,21,13,13,1390
72.018,2500,555,113,162,342,67,12.7,5550,0.666,42.675,154.878,8.283,0.094,0,-0.1,21,11,13,1389
72.018,5000,555,112,161,344,67,12.7,5630,0.67,42.675,154.878,8.402,0.094,0,0.1,21,24,26,2777
72.018,1000,561,111,160,344,68,12.7,5700,0.668,43.312,154.878,8.507,0.931,0,0.1,22,5,5,561
73.394,1000,542,113,162,340,67,12.6,5540,0.683,41.875,153.658,8.147,0.945,1,-0.2,21,5,6,542
72.477,1000,560,113,161,342,67,12.8,5570,0.665,42.405,156.097,8.439,0.926,0,0,21,5,5,560
70.642,1000,560,115,161,344,67,12.9,5540,0.666,43.506,157.317,8.523,0.952,0,0.1,22,4,5,559
70.642,750,550,108,157,350,68,12.7,5790,0.692,44.155,154.878,8.391,0.964,1,0.3,20,4,4,414
71.559,750,566,111,160,345,68,12.9,5680,0.661,43.589,157.317,8.606,0.927,1,0.3,21,4,4,425
72.935,1000,552,112,161,343,68,12.6,5650,0.673,42.767,153.658,8.432,0.932,1,0.1,22,5,6,553
73.853,1000,546,113,162,340,67,12.6,5570,0.678,41.614,153.658,8.313,0.932,0,0.1,22,6,6,546
74.77,750,523,126,160,343,68,12.2,5730,0.715,41.717,148.78,8.07,0.096,1,0.1,24,2,4,393
77.981,1000,508,130,161,339,68,11.8,5730,0.733,40,143.902,7.743,0.949,1,0,24,4,6,508
73.853,1000,530,121,159,342,67,12.3,5660,0.711,41.614,150,7.971,0.096,1,0.2,25,5,6,530
78.899,1000,502,134,162,336,68,11.8,5720,0.737,39.534,143.902,7.835,0.949,1,0.1,23,5,7,502
79.816,1000,501,137,163,331,68,12,5640,0.733,39.08,146.341,7.726,0.938,1,0.1,22,5,7,502
78.899,1000,498,141,163,332,68,12,5660,0.739,39.534,146.341,7.753,0.957,1,-0.2,23,4,6,498
77.981,1000,512,140,163,335,68,12.1,5580,0.718,40,147.56,7.75,0.942,1,-0.1,21,4,6,512
73.853,750,530,139,162,341,67,12.2,5540,0.697,41.614,148.78,7.914,0.959,0,-0.3,18,2,4,398
72.935,750,548,138,162,344,66,12.4,5500,0.677,41.509,151.219,8.088,0.943,1,-0.1,19,3,4,410
74.311,1500,528,123,159,343,67,12.3,5680,0.713,41.358,150,8,0.957,1,0.2,25,7,8,793
77.981,1500,505,131,161,343,68,11.8,5730,0.739,40,143.902,7.743,0.957,1,-0.1,24,6,10,756
79.816,1500,503,137,163,333,68,12,5660,0.732,39.08,146.341,7.753,0.937,1,0.2,23,8,10,754
78.44,1500,499,141,163,333,68,12,5640,0.738,39.766,146.341,7.621,0.961,1,-0.4,22,4,10,748
75.229,1500,534,140,162,340,67,12.3,5560,0.692,40.853,150,8.057,0.935,1,0,19,6,9,802
76.146,1000,514,128,160,342,68,12,5740,0.729,40.963,146.341,7.972,0.961,1,0.1,25,4,6,514
73.394,1500,540,138,162,343,67,12.3,5520,0.685,41.875,150,8,0.949,1,-0.2,19,5,8,810
75.229,2000,521,124,160,342,68,12.2,5700,0.719,41.463,148.78,7.916,0.958,1,0.1,25,9,12,1043
78.899,2000,501,134,162,335,68,11.8,5700,0.739,39.534,143.902,7.702,0.951,1,-0.1,23,7,13,1002
78.899,2000,503,140,163,333,68,12,5620,0.731,39.534,146.341,7.698,0.947,1,-0.1,22,9,13,1006
74.311,2000,536,139,162,341,67,12.3,5530,0.69,41.358,150,8.014,0.944,1,-0.1,19,8,12,1072
76.146,3000,516,137,160,341,68,12,5700,0.725,40.963,146.341,7.808,0.955,1,0,24,12,18,1551
78.899,3000,501,139,163,333,68,12,5650,0.735,39.534,146.341,7.635,0.952,1,-0.1,22,13,20,1502
75.688,3000,525,140,162,339,67,12.2,5560,0.705,40.606,148.78,7.83,0.947,1,-0.1,20,11,18,1574
77.064,4000,511,129,161,339,68,12,5700,0.728,40.476,146.341,7.808,0.954,1,0,24,16,25,2045
76.605,4000,519,140,163,337,67,12.2,5580,0.708,40.119,148.78,7.859,0.945,1,-0.1,21,17,25,2078
78.899,5000,504,137,162,335,68,12,5660,0.735,39.534,146.341,7.648,0.946,1,0,23,22,33,2519
77.981,1000,505,132,161,338,68,11.8,5700,0.737,40,143.902,7.808,0.955,1,-0.1,23,4,6,505
77.064,7030,511,134,162,337,68,12,5660,0.724,40.476,146.341,7.753,0.954,1,0,23,29,44,3596
77.064,7010,513,136,162,337,68,12.1,5640,0.721,40.476,147.56,7.833,0.095,1,-0.1,22,28,44,3598
79.816,1000,497,136,163,333,68,11.9,5700,0.74,39.08,145.121,7.702,0.948,1,-0.1,23,4,7,497
79.357,1000,504,140,163,332,68,12.1,5620,0.73,39.306,147.56,7.698,0.094,0,0.2,23,6,7,504
78.44,1000,503,141,163,333,68,12,5630,0.731,39.766,146.341,7.712,0.953,1,-0.3,22,3,6,503
75.688,1000,524,140,162,339,67,12.2,5580,0.706,40.606,148.78,7.971,0.948,1,0,19,4,6,524
73.394,1000,547,139,162,343,66,12.4,5490,0.678,41.25,151.219,8.073,0.938,1,0,19,4,6,546
73.853,750,531,120,159,343,67,12.4,5620,0.707,41.614,151.219,7.915,0.954,1,0.3,25,4,4,400
74.77,750,528,122,162,337,68,12.5,5650,0.701,41.717,152.439,8.071,0.952,0,0.1,19,2,4,396
78.899,1000,507,130,163,331,68,12.2,5720,0.724,39.534,148.78,7.835,0.938,0,0.3,21,6,7,508
73.853,1000,539,116,159,337,68,12.5,5730,0.7,42.236,152.439,8.304,0.944,0,0.1,20,5,6,539
79.816,1000,492,138,164,327,69,12.2,5730,0.743,39.655,148.78,7.743,0.957,0,-0.1,21,4,7,492
79.816,1000,502,140,164,329,68,12.2,5650,0.728,39.08,148.78,7.739,0.938,0,0.1,20,5,7,502
79.816,1000,494,143,163,328,69,12.1,5760,0.745,39.655,147.56,7.783,0.953,0,-0.2,21,3,7,494
78.899,1000,504,143,163,330,69,12.1,5710,0.728,40.116,147.56,7.821,0.944,0,-0.2,18,4,7,505
74.77,750,533,141,162,338,68,12.5,5620,0.694,41.717,152.439,8.028,0.943,1,0,17,3,4,400
73.853,740,543,141,163,337,67,12.6,5570,0.672,41.614,153.658,8.072,0.093,0,-0.3,18,2,4,405
74.311,1500,536,118,160,337,68,12.5,5690,0.697,41.975,152.439,8.128,0.942,0,0.1,20,7,9,806
79.357,1500,500,132,163,329,69,12.2,5740,0.734,39.884,148.78,7.863,0.945,0,0.1,21,7,10,752
79.816,1500,501,140,164,329,68,12.2,5660,0.729,39.08,148.78,7.753,0.094,0,0.2,20,8,10,752
79.357,1500,494,142,164,328,69,12.1,5750,0.738,39.884,147.56,7.77,0.956,0,-0.4,20,3,10,743
76.146,1500,533,143,162,336,68,12.5,5640,0.694,40.963,152.439,8.173,0.926,0,0.1,18,8,9,800
76.605,1000,519,125,162,334,68,12.4,5690,0.713,40.718,151.219,8.014,0.946,0,0.1,20,4,6,519
74.311,1500,538,141,162,338,67,12.6,5590,0.69,41.358,153.658,8.101,0.943,0,-0.2,18,5,9,805
75.229,2000,528,121,161,336,68,12.4,5710,0.703,41.463,151.219,8.157,0.944,0,0.1,20,9,12,1059
79.816,2000,495,137,164,328,69,12.1,5710,0.741,39.655,147.56,7.716,0.954,0,0,21,9,13,987
79.357,2000,500,142,164,329,69,12.2,5720,0.732,39.884,148.78,7.835,0.948,0,-0.1,20,7,13,999
75.688,2000,533,142,163,336,68,12.5,5620,0.692,41.212,152.439,8.144,0.935,0,-0.1,18,8,12,1063
76.605,3000,518,125,162,334,68,12.3,5720,0.714,40.718,150,8.289,0.947,0,0.1,20,14,19,1555
76.605,3000,521,142,163,334,68,12.4,5660,0.706,40.718,151.219,7.971,0.943,0,-0.1,18,11,19,1562
79.816,3000,498,141,164,329,69,12.1,5700,0.735,39.655,147.56,7.702,0.946,0,-0.1,20,11,20,1493
77.522,4000,512,129,162,332,68,12.3,5710,0.724,40.236,150,7.93,0.949,0,0,20,18,25,2044
77.522,4000,516,142,163,333,68,12.3,5670,0.713,40.236,150,7.985,0.939,0,0,19,15,26,2065
79.357,5000,500,139,163,329,69,12.2,5710,0.736,39.884,148.78,7.716,0.948,0,0,20,22,34,2499
79.357,1000,496,134,163,329,69,12.2,5730,0.742,39.884,148.78,7.849,0.955,0,0.1,21,5,7,496
77.981,7050,510,134,163,332,68,12.3,5700,0.721,40,150,7.808,0.945,0,0,20,30,45,3595
77.981,7040,510,138,163,332,68,12.3,5680,0.72,40,150,7.888,0.944,0,0,20,28,45,3595
79.816,1000,493,140,164,327,69,12.1,5680,0.742,39.655,147.56,7.675,0.955,0,-0.2,21,4,7,493
79.357,1000,503,141,164,329,68,12.3,5690,0.727,39.306,150,7.794,0.942,0,0.1,21,4,7,503
79.357,1000,498,143,163,329,69,12.1,5740,0.739,39.884,147.56,7.756,0.951,0,-0.3,19,3,7,498
77.064,1000,520,143,163,334,68,12.3,5660,0.707,40.476,150,7.971,0.938,0,0,18,5,6,520
73.853,1000,544,141,162,338,67,12.7,5580,0.682,41.614,154.878,8.205,0.937,0,-0.2,18,4,6,543
73.853,750,543,115,159,338,68,12.5,5740,0.691,42.236,152.439,8.318,0.933,0,0.2,20,5,4,409
78.899,750,510,123,163,334,68,12.1,5620,0.72,39.534,147.56,7.805,0.933,1,0,22,4,5,383
84.862,1000,469,130,166,322,69,11.8,5650,0.769,37.297,143.902,7.434,0.943,1,0.1,23,5,8,470
74.77,1000,533,116,160,342,67,12.4,5610,0.703,41.104,151.219,8.014,0.943,1,0.3,23,7,6,533
85.779,1000,462,134,165,319,70,11.8,5800,0.787,37.433,143.902,7.532,0.949,1,-0.2,25,7,8,462
86.697,1000,461,137,166,317,70,11.7,5750,0.782,37.037,142.682,7.278,0.939,0,-0.1,23,6,8,462
85.779,1000,476,140,165,325,69,11.9,5720,0.763,36.898,145.121,7.526,0.921,0,0.9,24,12,8,476
84.862,1000,458,139,164,323,69,11.5,5790,0.798,37.297,140.243,7.237,0.967,0,-0.4,23,3,8,458
79.357,750,489,139,164,333,68,11.8,5560,0.747,39.306,143.902,7.413,0.968,0,-0.1,22,3,5,367
74.77,750,531,136,162,340,67,12.3,5500,0.697,41.104,150,7.857,0.947,0,0,23,3,4,398
76.146,1500,528,118,161,340,67,12.4,5580,0.704,40.361,151.219,7.971,0.933,1,0.4,23,10,9,794
84.862,1500,468,131,166,321,69,11.8,5710,0.772,37.297,143.902,7.415,0.947,1,0,24,10,12,702
86.697,1500,461,136,166,317,70,11.7,5760,0.782,37.037,142.682,7.384,0.939,1,-0.1,23,10,13,693
85.321,1500,467,140,165,323,69,11.8,5740,0.778,37.096,143.902,7.358,0.943,0,0.4,24,13,12,701
80.275,1500,492,139,163,333,68,11.8,5640,0.748,38.857,143.902,7.52,0.952,0,0,23,7,10,738
81.651,1000,493,126,164,329,68,12.1,5620,0.742,38.202,147.56,7.594,0.934,1,0.1,22,5,7,493
77.064,1500,510,137,163,336,67,12,5530,0.719,39.88,146.341,7.68,0.954,0,0,23,6,9,767
77.981,2000,513,121,162,336,68,12.2,5610,0.721,40,148.78,7.791,0.939,1,0.2,23,12,13,1027
85.779,2000,469,134,166,321,69,11.8,5690,0.769,36.898,143.902,7.389,0.933,1,0.1,24,16,17,939
85.779,2000,462,139,165,320,69,11.7,5780,0.786,36.898,142.682,7.316,0.948,0,0.1,24,15,16,925
78.899,2000,500,138,163,334,68,11.9,5590,0.735,39.534,145.121,7.554,0.952,0,-0.1,23,8,13,1001
80.275,3000,498,124,163,331,68,12.1,5640,0.739,38.857,147.56,7.621,0.094,1,0.2,23,20,21,1494
85.779,3000,464,138,165,320,69,11.8,5750,0.783,36.898,143.902,7.371,0.944,0,0.1,24,23,25,1393
81.192,3000,487,138,164,330,68,11.9,5650,0.75,38.418,145.121,7.533,0.949,0,0,23,16,21,1463
81.651,4000,491,127,164,329,68,12,5650,0.746,38.202,146.341,7.533,0.939,1,0.2,23,28,30,1961
82.11,4000,481,138,164,327,69,11.8,5680,0.76,38.547,143.902,7.473,0.951,0,0,23,22,30,1925
85.321,5000,466,136,165,321,69,11.7,5740,0.78,37.096,142.682,7.358,0.946,1,0.1,24,34,41,2329
85.321,1000,469,132,166,321,69,11.8,5700,0.77,37.096,143.902,7.402,0.094,1,0.1,25,8,8,469
82.568,7450,483,133,164,327,69,11.9,5680,0.757,38.333,145.121,7.473,0.943,1,0.1,23,56,56,3599
82.568,7480,481,134,164,327,69,11.9,5670,0.76,38.333,145.121,7.46,0.946,0,0,23,44,56,3599
86.238,1000,468,136,166,320,69,11.8,5690,0.772,36.702,143.902,7.294,0.931,1,0.2,23,8,8,468
85.779,1000,462,138,165,320,69,11.7,5790,0.787,36.898,142.682,7.423,0.949,0,0,23,6,8,462
85.779,1000,462,140,165,321,69,11.8,5770,0.787,36.898,143.902,7.397,0.949,0,0.2,24,8,8,462
82.11,1000,475,139,164,329,69,11.5,5700,0.77,38.547,140.243,7.307,0.964,0,-0.3,23,4,7,475
76.146,1000,525,137,163,338,67,12.3,5490,0.701,40.361,150,7.842,0.094,0,0.1,23,4,6,525
73.853,750,546,114,160,346,67,12.6,5540,0.684,41.614,153.658,8.028,0.929,1,0.7,23,7,4,411
78.899,1000,502,125,163,331,69,12.2,5740,0.733,40.116,148.78,7.863,0.949,0,0,21,4,7,502
76.605,1000,521,120,160,340,68,12.2,5730,0.719,40.718,148.78,8.185,0.942,0,0.2,17,6,6,521
79.816,1000,493,128,163,330,69,11.9,5720,0.745,39.655,145.121,7.729,0.953,0,-0.2,21,3,8,494
71.559,1000,564,112,158,348,67,12.5,5710,0.673,42.948,152.439,8.651,0.931,0,0.3,20,5,6,564
74.77,750,542,128,162,339,68,12.5,5640,0.682,41.717,152.439,8.294,0.927,0,0.1,19,3,5,407
75.229,930,530,132,162,337,68,12.5,5650,0.697,41.463,152.439,8.071,0.941,0,0.1,17,3,6,494
74.311,500,526,115,158,343,67,12.2,5750,0.716,41.358,148.78,8.333,0.955,0,-0.3,18,2,3,265
73.853,750,537,126,163,338,67,12.5,5540,0.685,41.614,152.439,8.028,0.947,0,-0.2,18,1,5,403
78.899,500,513,124,162,335,68,12.2,5700,0.72,39.534,148.78,8.028,0.927,1,0.6,17,4,3,257
138.532,100,254,133,171,135,63,9.7,4850,1349,20.86,118.292,5.215,1.044,1,0,18,0,3,26
138.99,100,257,134,178,165,71,11.9,6110,1296,23.432,145.121,6.11,1.04,1,-0.2,19,0,3,26
103.211,3110,385,153,167,287,76,11.5,6590,0.931,33.777,140.243,7.163,0.944,0,0,17,15,40,1200
128.44,100,259,135,170,174,64,10.3,5070,1307,22.857,125.609,5.173,1.084,1,0.4,20,1,3,27
117.889,890,335,166,171,259,80,11.8,6940,1040,31.128,143.902,6.803,0.946,0,0,16,3,16,300
77.981,500,510,132,163,334,68,12,5670,0.721,40,146.341,7.985,0.945,0,0,16,2,3,255
139.449,100,248,140,174,179,69,10.1,6790,1326,22.697,123.17,7,1.037,1,0.3,20,0,3,26
73.394,500,551,131,161,341,67,12.8,5610,0.68,41.875,156.097,8.13,0.935,0,0.3,17,2,3,274
136.697,100,253,137,176,184,66,9.4,5620,1363,22.147,114.634,5.734,1.1,0,-0.3,20,0,2,25
105.963,4000,375,156,168,281,77,11.6,6680,0.952,33.333,141.463,7.031,0.946,0,0,17,18,57,1500
75.229,1000,530,120,162,337,68,12.5,5680,0.698,41.463,152.439,8.231,0.943,0,0.1,21,4,7,530
78.899,1000,501,122,163,334,68,12,5560,0.733,39.534,146.341,7.616,0.949,1,0,15,5,6,502
79.357,1000,501,124,163,333,68,11.9,5590,0.734,39.306,145.121,7.657,0.946,0,0.2,15,5,6,501
73.853,1000,545,115,159,343,67,12.5,5660,0.692,41.614,152.439,8.323,0.934,1,0.1,15,5,5,545
74.77,750,527,120,163,340,67,12.2,5500,0.698,41.104,148.78,7.857,0.955,1,-0.3,15,2,4,395
73.853,750,533,123,161,344,67,12.2,5540,0.698,41.614,148.78,8.028,0.954,0,0,15,4,4,400
74.311,1500,542,116,161,341,67,12.5,5590,0.687,41.358,152.439,8.101,0.933,1,0.1,14,6,7,813
78.44,1500,514,121,164,334,67,12.2,5540,0.713,39.181,148.78,7.802,0.935,1,0.1,15,8,8,769
79.357,1500,503,124,163,334,68,11.9,5570,0.729,39.306,145.121,7.63,0.939,0,0.2,15,9,9,757
74.311,1500,531,122,162,342,67,12.2,5520,0.697,41.358,148.78,7.885,0.953,1,-0.2,15,5,7,796
75.229,2000,534,117,161,339,67,12.4,5600,0.696,40.853,151.219,8,0.934,1,0.1,15,9,10,1070
78.899,2000,506,122,164,334,67,12.1,5540,0.723,38.953,147.56,7.694,0.943,1,0,15,10,11,1011
75.688,2000,527,123,162,341,67,12.1,5530,0.702,40.606,147.56,7.9,0.942,0,0.1,15,9,10,1055
